date,open,high,low,close,Adj Close,volume
2014-12-29,950.099976,956,948.299988,951.700012,924.818909,903700
2014-12-30,950,959.599976,942.75,956.450012,929.434692,1420300
2014-12-31,956,957.299988,949.75,951.599976,924.721619,1248132
2015-01-01,951,954.400024,945.049988,952.049988,925.159058,886235
2015-01-02,950.400024,969.299988,950.400024,965.299988,938.03479,1475096
2015-01-05,970,970.549988,955.099976,957.150024,930.11499,1199000
2015-01-06,954,956.549988,937.549988,942.25,915.635803,2054920
2015-01-07,939.700012,951.349976,936.25,945,918.308105,1436528
2015-01-08,954.25,968.950012,948.200012,964.849976,937.597473,2381456
2015-01-09,972.900024,980,966.599976,975.650024,948.092468,2246296
2015-01-12,969.400024,974.400024,964.5,967.049988,939.735352,1031603
2015-01-13,968.950012,971.950012,955.700012,963.349976,936.139832,1457087
2015-01-14,960.049988,974.650024,959.700012,963.900024,936.674316,921308
2015-01-15,990,998.200012,970.75,993.150024,965.098145,2849619
2015-01-16,1002.200012,1014.900024,998.549988,1001.349976,973.066467,1955327
2015-01-19,1013.25,1020,1002.950012,1004.549988,976.176147,1059873
2015-01-20,1010,1027,1002,1020.950012,992.112915,2126451
2015-01-21,1027.400024,1032.949951,1018.349976,1019.950012,991.141174,1685153
2015-01-22,1025,1032.5,1018.549988,1021.25,992.404419,1617670
2015-01-23,1030,1048,1024.400024,1042.800049,1013.345825,2496978
2015-01-27,1043,1077.75,1040.900024,1074.050049,1043.713135,2490600
2015-01-28,1070,1093.199951,1055,1058.349976,1028.456421,2841235
2015-01-29,1075,1100.599976,1061,1095,1064.071411,5141904
2015-01-30,1094.550049,1094.550049,1064.25,1077.349976,1046.9198,2642604
2015-02-02,1068.5,1093,1052.349976,1081.599976,1051.049805,1427588
2015-02-03,1078.5,1082.199951,1055.300049,1064.099976,1034.044067,2550172
2015-02-04,1063,1080.800049,1057.25,1067.699951,1037.542358,1549378
2015-02-05,1075,1092.800049,1070.349976,1076.5,1046.09375,2014787
2015-02-06,1077,1078.949951,1050.050049,1053.5,1023.74353,1725780
2015-02-09,1047,1051.75,1034.5,1040.099976,1010.721985,1307974
2015-02-10,1030,1062.300049,1030,1054.449951,1024.666626,2318938
2015-02-11,1058,1064.800049,1053,1058.400024,1028.505127,1040397
2015-02-12,1065.099976,1081.900024,1052.699951,1076,1045.60791,1381435
2015-02-13,1081.199951,1082,1063.599976,1065.800049,1035.696167,1928625
2015-02-16,1075.800049,1085,1062.5,1067.550049,1037.396729,1847179
2015-02-18,1067.550049,1082.949951,1057.050049,1074.800049,1044.442017,1345423
2015-02-19,1074,1084.900024,1063.800049,1079.800049,1049.300659,1126751
